#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
33024233	Mapoly0036s0081	Mapoly0036s0081.2	Mapoly0036s0081.2.p	PF02466	PTHR14110	KOG3225				AT3G10110.1	MEE67	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
33024213	Mapoly0036s0082	Mapoly0036s0082.1	Mapoly0036s0082.1.p		PTHR33133,PTHR33133:SF1					AT1G26650.1		
33024197	Mapoly0036s0083	Mapoly0036s0083.1	Mapoly0036s0083.1.p	PF05922	PTHR10795		3.4.21.25			AT1G71950.1		Proteinase inhibitor, propeptide
33024198	Mapoly0036s0083	Mapoly0036s0083.2	Mapoly0036s0083.2.p	PF05922			3.4.21.25			AT1G71950.1		Proteinase inhibitor, propeptide
33024113	Mapoly0036s0084	Mapoly0036s0084.1	Mapoly0036s0084.1.p	PF04851,PF00271	PTHR10799,PTHR10799:SF624		3.6.4.12	K10841	GO:0016787,GO:0005524,GO:0003677	AT2G18760.1	CHR8	chromatin remodeling 8
33024227	Mapoly0036s0085	Mapoly0036s0085.1	Mapoly0036s0085.1.p									
33024123	Mapoly0036s0086	Mapoly0036s0086.1	Mapoly0036s0086.1.p	PF01535,PF13041	PTHR24015,PTHR24015:SF366					AT2G31400.1	GUN1	genomes uncoupled 1
33024158	Mapoly0036s0087	Mapoly0036s0087.1	Mapoly0036s0087.1.p	PF01979	PTHR11647,PTHR11647:SF72		3.4.19.5		GO:0016787			
33024094	Mapoly0036s0088	Mapoly0036s0088.1	Mapoly0036s0088.1.p	PF01501	PTHR32116,PTHR32116:SF27		2.4.1.43	K13648	GO:0016757,GO:0047262	AT1G18580.1	GAUT11	galacturonosyltransferase 11
33024095	Mapoly0036s0088	Mapoly0036s0088.2	Mapoly0036s0088.2.p	PF01501	PTHR32116,PTHR32116:SF20		2.4.1.43	K13648	GO:0016757,GO:0047262	AT1G18580.1	GAUT11	galacturonosyltransferase 11
33024200	Mapoly0036s0089	Mapoly0036s0089.1	Mapoly0036s0089.1.p									
33024166	Mapoly0036s0090	Mapoly0036s0090.1	Mapoly0036s0090.1.p	PF10539	PTHR10857					AT2G32910.1		DCD (Development and Cell Death) domain protein
33024239	Mapoly0036s0091	Mapoly0036s0091.1	Mapoly0036s0091.1.p									
33024205	Mapoly0036s0092	Mapoly0036s0092.1	Mapoly0036s0092.1.p									
33024142	Mapoly0036s0093	Mapoly0036s0093.1	Mapoly0036s0093.1.p									
33024249	Mapoly0036s0094	Mapoly0036s0094.1	Mapoly0036s0094.1.p	PF13812,PF01535,PF13041	PTHR24015					AT5G46580.1		pentatricopeptide (PPR) repeat-containing protein
33024188	Mapoly0036s0095	Mapoly0036s0095.1	Mapoly0036s0095.1.p	PF00622	PTHR10598			K14964	GO:0005515	AT1G51450.1	TRO	TRAUCO
33024117	Mapoly0036s0096	Mapoly0036s0096.1	Mapoly0036s0096.1.p	PF10075	PTHR13339	KOG4414		K12181		AT4G14110.1	COP9,CSN8,EMB143,FUS7	COP9 signalosome, subunit CSN8
33024201	Mapoly0036s0097	Mapoly0036s0097.1	Mapoly0036s0097.1.p									
33024276	Mapoly0036s0098	Mapoly0036s0098.1	Mapoly0036s0098.1.p	PF07839					GO:0005516			
33024167	Mapoly0036s0099	Mapoly0036s0099.1	Mapoly0036s0099.1.p	PF12819,PF07714	PTHR27003	KOG1187	2.7.11.1		GO:0006468,GO:0004672	AT5G48740.1		Leucine-rich repeat protein kinase family protein
33024246	Mapoly0036s0100	Mapoly0036s0100.1	Mapoly0036s0100.1.p	PF00676	PTHR11516,PTHR11516:SF40	KOG0225	1.2.4.1	K00161	GO:0016624,GO:0008152	AT1G59900.1	AT-E1 ALPHA,E1 ALPHA	pyruvate dehydrogenase complex E1 alpha subunit
33024180	Mapoly0036s0101	Mapoly0036s0101.1	Mapoly0036s0101.1.p									
33024182	Mapoly0036s0101	Mapoly0036s0101.2	Mapoly0036s0101.2.p									
33024181	Mapoly0036s0101	Mapoly0036s0101.3	Mapoly0036s0101.3.p									
33024080	Mapoly0036s0102	Mapoly0036s0102.1	Mapoly0036s0102.1.p	PF13202,PF12763	PTHR11216,PTHR11216:SF72	KOG0998			GO:0005509	AT1G21630.1		Calcium-binding EF hand family protein
33024163	Mapoly0036s0103	Mapoly0036s0103.1	Mapoly0036s0103.1.p	PF00294	PTHR10584,PTHR10584:SF198	KOG2854	2.7.1.20	K00856		AT5G03300.1	ADK2	adenosine kinase 2
33024266	Mapoly0036s0104	Mapoly0036s0104.1	Mapoly0036s0104.1.p									
33024187	Mapoly0036s0105	Mapoly0036s0105.1	Mapoly0036s0105.1.p	PF15786				K18188				
33024120	Mapoly0036s0106	Mapoly0036s0106.1	Mapoly0036s0106.1.p		PTHR35310					AT4G39840.1		
33024190	Mapoly0036s0107	Mapoly0036s0107.1	Mapoly0036s0107.1.p	PF00249	PTHR10641,PTHR10641:SF599	KOG0048		K09422		AT4G32730.2	ATMYB3R-1,ATMYB3R1,MYB3R-1,MYB3R1,PC-MYB1	Homeodomain-like protein
33024210	Mapoly0036s0108	Mapoly0036s0108.1	Mapoly0036s0108.1.p									
33024087	Mapoly0036s0109	Mapoly0036s0109.1	Mapoly0036s0109.1.p	PF01424,PF01422	PTHR12360,PTHR12360:SF0			K12236	GO:0003676,GO:0008270,GO:0006355,GO:0005634,GO:0003700	AT1G10170.1	ATNFXL1,NFXL1	NF-X-like 1
33024088	Mapoly0036s0109	Mapoly0036s0109.2	Mapoly0036s0109.2.p	PF01424,PF01422	PTHR12360,PTHR12360:SF0			K12236	GO:0003676,GO:0008270,GO:0006355,GO:0005634,GO:0003700	AT1G10170.1	ATNFXL1,NFXL1	NF-X-like 1
33024089	Mapoly0036s0109	Mapoly0036s0109.3	Mapoly0036s0109.3.p	PF01424,PF01422	PTHR12360,PTHR12360:SF0			K12236	GO:0003676,GO:0008270,GO:0006355,GO:0005634,GO:0003700	AT1G10170.1	ATNFXL1,NFXL1	NF-X-like 1
33024134	Mapoly0036s0110	Mapoly0036s0110.1	Mapoly0036s0110.1.p		PTHR13466,PTHR13466:SF0	KOG2238				AT1G73200.1		Putative integral membrane protein conserved region (DUF2404)
33024099	Mapoly0036s0111	Mapoly0036s0111.1	Mapoly0036s0111.1.p	PF00588	PTHR12029	KOG2506	2.1.1.230	K03437	GO:0008173,GO:0006396,GO:0003723	AT4G38020.1		tRNA/rRNA methyltransferase (SpoU) family protein
33024196	Mapoly0036s0112	Mapoly0036s0112.1	Mapoly0036s0112.1.p	PF02358	PTHR10788,PTHR10788:SF25		3.1.3.12	K01087	GO:0005992,GO:0003824	AT5G10100.1		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
33024245	Mapoly0036s0113	Mapoly0036s0113.1	Mapoly0036s0113.1.p									
33024135	Mapoly0036s0114	Mapoly0036s0114.1	Mapoly0036s0114.1.p									
33024111	Mapoly0036s0115	Mapoly0036s0115.1	Mapoly0036s0115.1.p	PF04153,PF04065	PTHR23326,PTHR23326:SF1	KOG2150		K12580	GO:0006355,GO:0005634	AT5G18230.1		transcription regulator NOT2/NOT3/NOT5 family protein
33024112	Mapoly0036s0115	Mapoly0036s0115.2	Mapoly0036s0115.2.p	PF04153,PF04065	PTHR23326,PTHR23326:SF1	KOG2150		K12580	GO:0006355,GO:0005634	AT5G18230.1		transcription regulator NOT2/NOT3/NOT5 family protein
33024132	Mapoly0036s0116	Mapoly0036s0116.1	Mapoly0036s0116.1.p	PF00132	PTHR13061,PTHR13061:SF0					AT3G48680.1	GAMMA CAL2	gamma carbonic anhydrase-like 2
33024133	Mapoly0036s0116	Mapoly0036s0116.2	Mapoly0036s0116.2.p	PF00132	PTHR13061,PTHR13061:SF0	KOG3121				AT3G48680.1	GAMMA CAL2	gamma carbonic anhydrase-like 2
33024259	Mapoly0036s0117	Mapoly0036s0117.1	Mapoly0036s0117.1.p		PTHR33133,PTHR33133:SF5					AT4G19950.1		
33024175	Mapoly0036s0118	Mapoly0036s0118.1	Mapoly0036s0118.1.p	PF01529	PTHR22883	KOG1315	2.3.1.225	K18932	GO:0008270	AT3G09320.1		DHHC-type zinc finger family protein
33024176	Mapoly0036s0118	Mapoly0036s0118.2	Mapoly0036s0118.2.p	PF01529	PTHR22883	KOG1315	2.3.1.225	K18932	GO:0008270	AT5G04270.1		DHHC-type zinc finger family protein
33024215	Mapoly0036s0119	Mapoly0036s0119.1	Mapoly0036s0119.1.p	PF12460,PF14500	PTHR12891	KOG1967		K15075		AT5G48120.1		ARM repeat superfamily protein
33024216	Mapoly0036s0119	Mapoly0036s0119.2	Mapoly0036s0119.2.p	PF12460,PF14500	PTHR12891	KOG1967		K15075		AT5G48120.1		ARM repeat superfamily protein
33024079	Mapoly0036s0120	Mapoly0036s0120.1	Mapoly0036s0120.1.p	PF00139,PF00069	PTHR27007	KOG1187	2.7.11.1		GO:0030246,GO:0006468,GO:0005524,GO:0004672	AT3G55550.1		Concanavalin A-like lectin protein kinase family protein
33024207	Mapoly0036s0121	Mapoly0036s0121.1	Mapoly0036s0121.1.p									
33024240	Mapoly0036s0122	Mapoly0036s0122.1	Mapoly0036s0122.1.p	PF02536	PTHR13068	KOG1267			GO:0006355,GO:0005739,GO:0003690	AT4G02990.1		Mitochondrial transcription termination factor family protein
33024165	Mapoly0036s0123	Mapoly0036s0123.1	Mapoly0036s0123.1.p	PF04130	PTHR19302,PTHR19302:SF13			K16569	GO:0005815,GO:0000922,GO:0000226	AT5G17410.2		Spc97 / Spc98 family of spindle pole body (SBP) component
33024234	Mapoly0036s0124	Mapoly0036s0124.1	Mapoly0036s0124.1.p	PF01985	PTHR31846,PTHR31846:SF12				GO:0003723	AT3G18390.1	EMB1865	CRS1 / YhbY (CRM) domain-containing protein
33024151	Mapoly0036s0125	Mapoly0036s0125.1	Mapoly0036s0125.1.p									
33024153	Mapoly0036s0126	Mapoly0036s0126.1	Mapoly0036s0126.1.p	PF01590,PF00512,PF00072,PF02518	PTHR24423,PTHR24423:SF365		2.7.13.3	K14509	GO:0005515,GO:0007165,GO:0000155,GO:0000160	AT1G66340.1	AtETR1,EIN1,ETR,ETR1	Signal transduction histidine kinase, hybrid-type, ethylene sensor
33024115	Mapoly0036s0127	Mapoly0036s0127.1	Mapoly0036s0127.1.p	PF05063	PTHR12829,PTHR12829:SF2		2.1.1.62	K05925	GO:0008168,GO:0006139	AT4G10760.1	EMB1706,MTA	mRNAadenosine methylase
33024116	Mapoly0036s0127	Mapoly0036s0127.2	Mapoly0036s0127.2.p	PF05063	PTHR12829,PTHR12829:SF2		2.1.1.62	K05925	GO:0008168,GO:0006139	AT4G10760.1	EMB1706,MTA	mRNAadenosine methylase
33024146	Mapoly0036s0128	Mapoly0036s0128.1	Mapoly0036s0128.1.p									
33024243	Mapoly0036s0129	Mapoly0036s0129.1	Mapoly0036s0129.1.p	PF03106	PTHR31221,PTHR31221:SF35				GO:0043565,GO:0006355,GO:0003700	AT4G26640.2	AtWRKY20,WRKY20	WRKY family transcription factor family protein
33024244	Mapoly0036s0129	Mapoly0036s0129.2	Mapoly0036s0129.2.p	PF03106	PTHR31221,PTHR31221:SF35				GO:0043565,GO:0006355,GO:0003700	AT4G26640.2	AtWRKY20,WRKY20	WRKY family transcription factor family protein
33024248	Mapoly0036s0130	Mapoly0036s0130.1	Mapoly0036s0130.1.p	PF01544	PTHR21535,PTHR21535:SF33				GO:0055085,GO:0046873,GO:0030001,GO:0016020	AT2G04305.1		Magnesium transporter CorA-like family protein
33024110	Mapoly0036s0131	Mapoly0036s0131.1	Mapoly0036s0131.1.p		PTHR38585,PTHR38585:SF1							
33024271	Mapoly0036s0132	Mapoly0036s0132.1	Mapoly0036s0132.1.p	PF05659,PF04564,PF00514	PTHR22849,PTHR22849:SF37		6.3.2.19		GO:0016567,GO:0004842,GO:0005515	AT1G76390.2		ARM repeat superfamily protein
33024140	Mapoly0036s0133	Mapoly0036s0133.1	Mapoly0036s0133.1.p									
33024157	Mapoly0036s0134	Mapoly0036s0134.1	Mapoly0036s0134.1.p	PF00025	PTHR24073,PTHR24073:SF570	KOG0092		K07889	GO:0005525	AT4G19640.1	ARA-7,ARA7,ATRAB-F2B,ATRAB5B,ATRABF2B,RAB-F2B,RABF2B	Ras-related small GTP-binding family protein
33024269	Mapoly0036s0135	Mapoly0036s0135.1	Mapoly0036s0135.1.p									
33024209	Mapoly0036s0136	Mapoly0036s0136.1	Mapoly0036s0136.1.p	PF03106	PTHR31282,PTHR31282:SF1				GO:0043565,GO:0006355,GO:0003700	AT4G23810.1	ATWRKY53,WRKY53	WRKY family transcription factor
33024261	Mapoly0036s0137	Mapoly0036s0137.1	Mapoly0036s0137.1.p		PTHR34572,PTHR34572:SF1					AT4G22320.1		
33024220	Mapoly0036s0138	Mapoly0036s0138.1	Mapoly0036s0138.1.p							AT4G00800.1		transducin family protein / WD-40 repeat family protein
33024131	Mapoly0036s0139	Mapoly0036s0139.1	Mapoly0036s0139.1.p	PF00188	PTHR10334			K13449		AT2G14580.1	ATPRB1,PRB1	basic pathogenesis-related protein 1
33024083	Mapoly0036s0140	Mapoly0036s0140.1	Mapoly0036s0140.1.p	PF00188	PTHR10334			K13449		AT3G19690.1		CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein
33024184	Mapoly0036s0141	Mapoly0036s0141.1	Mapoly0036s0141.1.p									
33024128	Mapoly0036s0142	Mapoly0036s0142.1	Mapoly0036s0142.1.p	PF16211,PF00125	PTHR23430	KOG1757		K11251	GO:0003677	AT1G52740.1	HTA9	histone H2A protein 9
33024275	Mapoly0036s0143	Mapoly0036s0143.1	Mapoly0036s0143.1.p	PF09273	PTHR13271		2.1.1.43			AT1G14030.1		Rubisco methyltransferase family protein
33024272	Mapoly0036s0144	Mapoly0036s0144.1	Mapoly0036s0144.1.p	PF00642,PF00806	PTHR12537,PTHR12537:SF13	KOG2049			GO:0046872,GO:0003723	AT5G56510.1	APUM12,PUM12	pumilio 12
33024130	Mapoly0036s0145	Mapoly0036s0145.1	Mapoly0036s0145.1.p									
33024137	Mapoly0036s0146	Mapoly0036s0146.1	Mapoly0036s0146.1.p	PF13245	PTHR10887,PTHR10887:SF366		3.6.4.13,3.6.4.12			AT2G03270.1		DNA-binding protein, putative
33024138	Mapoly0036s0146	Mapoly0036s0146.2	Mapoly0036s0146.2.p	PF13245,PF13087	PTHR10887,PTHR10887:SF366		3.6.4.13,3.6.4.12			AT2G03270.1		DNA-binding protein, putative
33024242	Mapoly0036s0147	Mapoly0036s0147.1	Mapoly0036s0147.1.p	PF10032	PTHR28112,PTHR28112:SF1	KOG4554						
33024121	Mapoly0036s0148	Mapoly0036s0148.1	Mapoly0036s0148.1.p		PTHR15000,PTHR15000:SF1					AT1G35660.1		
33024237	Mapoly0036s0149	Mapoly0036s0149.1	Mapoly0036s0149.1.p	PF08007	PTHR12461,PTHR12461:SF38	KOG2132	1.14.11.27	K10277		AT3G20810.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
33024100	Mapoly0036s0150	Mapoly0036s0150.1	Mapoly0036s0150.1.p		PTHR12176,PTHR12176:SF29					AT5G63100.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
33024101	Mapoly0036s0150	Mapoly0036s0150.2	Mapoly0036s0150.2.p		PTHR12176,PTHR12176:SF29					AT5G63100.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
33024214	Mapoly0036s0151	Mapoly0036s0151.1	Mapoly0036s0151.1.p	PF00268	PTHR23409,PTHR23409:SF24		1.17.4.1	K10808	GO:0055114,GO:0009186	AT3G27060.1	ATTSO2,TSO2	Ferritin/ribonucleotide reductase-like family protein
33024204	Mapoly0036s0152	Mapoly0036s0152.1	Mapoly0036s0152.1.p									
33024106	Mapoly0036s0153	Mapoly0036s0153.1	Mapoly0036s0153.1.p	PF00400	PTHR10971	KOG1036		K02180	GO:0005515	AT3G19590.1	BUB3.1	Transducin/WD40 repeat-like superfamily protein
33024231	Mapoly0036s0154	Mapoly0036s0154.1	Mapoly0036s0154.1.p	PF02338	PTHR12419,PTHR12419:SF10	KOG2606	3.4.19.12	K18342		AT3G62940.3		Cysteine proteinases superfamily protein
33024090	Mapoly0036s0155	Mapoly0036s0155.1	Mapoly0036s0155.1.p	PF11510	PTHR32094			K10892		AT4G29560.1		
33024091	Mapoly0036s0155	Mapoly0036s0155.2	Mapoly0036s0155.2.p	PF11510	PTHR32094					AT4G29560.1		
33024236	Mapoly0036s0156	Mapoly0036s0156.1	Mapoly0036s0156.1.p	PF07258	PTHR15857							
33024168	Mapoly0036s0157	Mapoly0036s0157.1	Mapoly0036s0157.1.p									
33008329	Mapoly0037s0001	Mapoly0037s0001.1	Mapoly0037s0001.1.p									
33008392	Mapoly0037s0002	Mapoly0037s0002.1	Mapoly0037s0002.1.p									
33008301	Mapoly0037s0003	Mapoly0037s0003.1	Mapoly0037s0003.1.p									
33008302	Mapoly0037s0003	Mapoly0037s0003.2	Mapoly0037s0003.2.p									
33008353	Mapoly0037s0004	Mapoly0037s0004.1	Mapoly0037s0004.1.p									
33008354	Mapoly0037s0004	Mapoly0037s0004.2	Mapoly0037s0004.2.p									
33008317	Mapoly0037s0005	Mapoly0037s0005.1	Mapoly0037s0005.1.p									
33008340	Mapoly0037s0006	Mapoly0037s0006.1	Mapoly0037s0006.1.p									
33008305	Mapoly0037s0007	Mapoly0037s0007.1	Mapoly0037s0007.1.p	PF00010	PTHR12565,PTHR12565:SF152				GO:0046983	AT5G48560.1		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
33008431	Mapoly0037s0008	Mapoly0037s0008.1	Mapoly0037s0008.1.p	PF10250	PTHR31741,PTHR31741:SF14					AT1G04910.1		O-fucosyltransferase family protein
33008434	Mapoly0037s0008	Mapoly0037s0008.2	Mapoly0037s0008.2.p	PF10250	PTHR31741,PTHR31741:SF14					AT1G04910.1		O-fucosyltransferase family protein
33008435	Mapoly0037s0008	Mapoly0037s0008.3	Mapoly0037s0008.3.p	PF10250	PTHR31741,PTHR31741:SF14					AT1G04910.1		O-fucosyltransferase family protein
33008432	Mapoly0037s0008	Mapoly0037s0008.4	Mapoly0037s0008.4.p	PF10250	PTHR31741,PTHR31741:SF14					AT1G04910.1		O-fucosyltransferase family protein
33008436	Mapoly0037s0008	Mapoly0037s0008.5	Mapoly0037s0008.5.p	PF10250	PTHR31741,PTHR31741:SF14					AT1G04910.1		O-fucosyltransferase family protein
33008433	Mapoly0037s0008	Mapoly0037s0008.6	Mapoly0037s0008.6.p	PF10250	PTHR31741,PTHR31741:SF14					AT1G04910.1		O-fucosyltransferase family protein
33008408	Mapoly0037s0009	Mapoly0037s0009.1	Mapoly0037s0009.1.p	PF12697	PTHR10992,PTHR10992:SF866	KOG4409	2.3.1.51			AT4G24160.1		alpha/beta-Hydrolases superfamily protein
33008409	Mapoly0037s0009	Mapoly0037s0009.2	Mapoly0037s0009.2.p	PF12697	PTHR10992,PTHR10992:SF866	KOG4409	2.3.1.51			AT4G24160.1		alpha/beta-Hydrolases superfamily protein
33008400	Mapoly0037s0010	Mapoly0037s0010.1	Mapoly0037s0010.1.p	PF10142	PTHR31497,PTHR31497:SF0							
33008438	Mapoly0037s0011	Mapoly0037s0011.1	Mapoly0037s0011.1.p	PF16418,PF12842,PF16417,PF16415,PF04054	PTHR13162,PTHR13162:SF8			K12604		AT1G02080.2		transcription regulators
33008416	Mapoly0037s0012	Mapoly0037s0012.1	Mapoly0037s0012.1.p	PF07946	PTHR12883	KOG2357				AT4G24330.1		Protein of unknown function (DUF1682)
33008346	Mapoly0037s0013	Mapoly0037s0013.1	Mapoly0037s0013.1.p									
33008467	Mapoly0037s0014	Mapoly0037s0014.1	Mapoly0037s0014.1.p	PF00005,PF00664	PTHR24221,PTHR24221:SF138		3.6.3.44	K05658	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	AT3G28860.1	ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19	ATP binding cassette subfamily B19
33008348	Mapoly0037s0015	Mapoly0037s0015.1	Mapoly0037s0015.1.p									
33008349	Mapoly0037s0015	Mapoly0037s0015.2	Mapoly0037s0015.2.p									
33008303	Mapoly0037s0016	Mapoly0037s0016.1	Mapoly0037s0016.1.p	PF00400	PTHR22847,PTHR22847:SF358	KOG2096			GO:0005515	AT4G00090.1		Transducin/WD40 repeat-like superfamily protein
33008401	Mapoly0037s0017	Mapoly0037s0017.1	Mapoly0037s0017.1.p		PTHR27000		2.7.11.1			AT3G49750.1	AtRLP44,RLP44	receptor like protein 44
33008439	Mapoly0037s0018	Mapoly0037s0018.1	Mapoly0037s0018.1.p	PF02770,PF02771,PF00441	PTHR10909,PTHR10909:SF331		1.3.3.6	K00232	GO:0055114,GO:0003995,GO:0050660,GO:0016627,GO:0008152	AT3G51840.1	ACX4,ATG6,ATSCX	acyl-CoA oxidase 4
33008342	Mapoly0037s0019	Mapoly0037s0019.1	Mapoly0037s0019.1.p	PF03953,PF00091	PTHR11588,PTHR11588:SF101			K07374	GO:0003924,GO:0007017,GO:0005874	AT1G50010.1	TUA2	tubulin alpha-2 chain
33008344	Mapoly0037s0019	Mapoly0037s0019.2	Mapoly0037s0019.2.p	PF03953,PF00091	PTHR11588,PTHR11588:SF101				GO:0003924,GO:0007017,GO:0005874	AT1G50010.1	TUA2	tubulin alpha-2 chain
33008343	Mapoly0037s0019	Mapoly0037s0019.3	Mapoly0037s0019.3.p	PF03953,PF00091	PTHR11588,PTHR11588:SF101				GO:0003924,GO:0007017,GO:0005874	AT1G50010.1	TUA2	tubulin alpha-2 chain
33008350	Mapoly0037s0020	Mapoly0037s0020.1	Mapoly0037s0020.1.p									
33008298	Mapoly0037s0021	Mapoly0037s0021.1	Mapoly0037s0021.1.p									
33008424	Mapoly0037s0022	Mapoly0037s0022.1	Mapoly0037s0022.1.p	PF00462	PTHR10293,PTHR10293:SF16	KOG1752	1.8.1.9	K07390	GO:0045454,GO:0015035,GO:0009055	AT3G15660.1	ATGRX4,GRX4	glutaredoxin 4
33008469	Mapoly0037s0023	Mapoly0037s0023.1	Mapoly0037s0023.1.p									
33008369	Mapoly0037s0024	Mapoly0037s0024.1	Mapoly0037s0024.1.p	PF04564	PTHR22849		6.3.2.19		GO:0016567,GO:0004842	AT3G19380.1	PUB25	plant U-box 25
33008446	Mapoly0037s0025	Mapoly0037s0025.1	Mapoly0037s0025.1.p									
33008323	Mapoly0037s0026	Mapoly0037s0026.1	Mapoly0037s0026.1.p	PF00400	PTHR15598,PTHR15598:SF5			K12616	GO:0005515	AT3G13300.1	VCS	Transducin/WD40 repeat-like superfamily protein
33008334	Mapoly0037s0027	Mapoly0037s0027.1	Mapoly0037s0027.1.p									
33008339	Mapoly0037s0028	Mapoly0037s0028.1	Mapoly0037s0028.1.p	PF01148	PTHR13773,PTHR13773:SF3		2.7.7.41	K00981		AT2G45150.3	CDS4	cytidinediphosphate diacylglycerol synthase 4
33008396	Mapoly0037s0029	Mapoly0037s0029.1	Mapoly0037s0029.1.p		PTHR34684,PTHR34684:SF1					AT4G33690.1		
33008388	Mapoly0037s0030	Mapoly0037s0030.1	Mapoly0037s0030.1.p	PF03868,PF01159	PTHR10715	KOG1694		K02934	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT1G74050.1		Ribosomal protein L6 family protein
33008462	Mapoly0037s0031	Mapoly0037s0031.1	Mapoly0037s0031.1.p	PF16092	PTHR21178,PTHR21178:SF8							
33008463	Mapoly0037s0031	Mapoly0037s0031.2	Mapoly0037s0031.2.p	PF16092	PTHR21178,PTHR21178:SF8							
33008464	Mapoly0037s0031	Mapoly0037s0031.3	Mapoly0037s0031.3.p	PF16092	PTHR21178,PTHR21178:SF8							
33008364	Mapoly0037s0032	Mapoly0037s0032.1	Mapoly0037s0032.1.p	PF05637	PTHR31306,PTHR31306:SF1		2.4.2.39	K05531	GO:0016757,GO:0016021	AT4G37690.1		Galactosyl transferase GMA12/MNN10 family protein
33008426	Mapoly0037s0033	Mapoly0037s0033.1	Mapoly0037s0033.1.p									
33008365	Mapoly0037s0034	Mapoly0037s0034.1	Mapoly0037s0034.1.p	PF09468	PTHR13383,PTHR13383:SF11			K10744	GO:0005634	AT4G20325.1		
33008366	Mapoly0037s0034	Mapoly0037s0034.2	Mapoly0037s0034.2.p	PF09468	PTHR13383,PTHR13383:SF11			K10744	GO:0005634	AT4G20325.1		
33008407	Mapoly0037s0035	Mapoly0037s0035.1	Mapoly0037s0035.1.p									
33008331	Mapoly0037s0036	Mapoly0037s0036.1	Mapoly0037s0036.1.p	PF05496,PF00004	PTHR23077,PTHR23077:SF9			K13339	GO:0009378,GO:0006310,GO:0006281,GO:0005524	AT1G03000.1	PEX6	peroxin 6
33008332	Mapoly0037s0036	Mapoly0037s0036.2	Mapoly0037s0036.2.p	PF05496,PF00004	PTHR23077,PTHR23077:SF9			K13339	GO:0009378,GO:0006310,GO:0006281,GO:0005524	AT1G03000.1	PEX6	peroxin 6
33008359	Mapoly0037s0037	Mapoly0037s0037.1	Mapoly0037s0037.1.p									
33008351	Mapoly0037s0038	Mapoly0037s0038.1	Mapoly0037s0038.1.p	PF01823								
33008419	Mapoly0037s0039	Mapoly0037s0039.1	Mapoly0037s0039.1.p	PF00149	PTHR11668,PTHR11668:SF280	KOG0374	3.1.3.16	K06269	GO:0016787	AT2G39840.1	TOPP4	type one serine/threonine protein phosphatase 4
33008447	Mapoly0037s0040	Mapoly0037s0040.1	Mapoly0037s0040.1.p		PTHR24375,PTHR24375:SF182					AT1G68130.1	AtIDD14,IDD14	indeterminate(ID)-domain 14
33008336	Mapoly0037s0041	Mapoly0037s0041.1	Mapoly0037s0041.1.p	PF04969	PTHR12356,PTHR12356:SF18	KOG2265				AT5G58740.1		HSP20-like chaperones superfamily protein
33008449	Mapoly0037s0042	Mapoly0037s0042.1	Mapoly0037s0042.1.p		PTHR33674,PTHR33674:SF5					AT2G17705.1		
33008345	Mapoly0037s0043	Mapoly0037s0043.1	Mapoly0037s0043.1.p	PF07690	PTHR23516,PTHR23516:SF4				GO:0055085,GO:0016021	AT1G64650.1		Major facilitator superfamily protein
33008320	Mapoly0037s0044	Mapoly0037s0044.1	Mapoly0037s0044.1.p									
33008321	Mapoly0037s0044	Mapoly0037s0044.2	Mapoly0037s0044.2.p									
33008307	Mapoly0037s0045	Mapoly0037s0045.1	Mapoly0037s0045.1.p									
33008390	Mapoly0037s0046	Mapoly0037s0046.1	Mapoly0037s0046.1.p									
33008304	Mapoly0037s0047	Mapoly0037s0047.1	Mapoly0037s0047.1.p	PF02146	PTHR11085,PTHR11085:SF21	KOG1905		K11416	GO:0070403	AT5G55760.1	SRT1	sirtuin 1
33008389	Mapoly0037s0048	Mapoly0037s0048.1	Mapoly0037s0048.1.p									
33008472	Mapoly0037s0049	Mapoly0037s0049.1	Mapoly0037s0049.1.p	PF12695	PTHR10992,PTHR10992:SF893	KOG4667	3.1.1.73	K06889		AT3G47590.1		alpha/beta-Hydrolases superfamily protein
33008456	Mapoly0037s0050	Mapoly0037s0050.1	Mapoly0037s0050.1.p									
33008300	Mapoly0037s0051	Mapoly0037s0051.1	Mapoly0037s0051.1.p	PF12937	PTHR32212				GO:0005515	AT1G67190.2		F-box/RNI-like superfamily protein
33008352	Mapoly0037s0052	Mapoly0037s0052.1	Mapoly0037s0052.1.p	PF13561	PTHR24322,PTHR24322:SF411	KOG0725	1.3.1.9	K00208		AT2G05990.2	ENR1,MOD1	NAD(P)-binding Rossmann-fold superfamily protein
